ID,Date,tsID,ACTUAL,Temp,Saturday,Sunday
15784,23.04.2010,1,87541.0,0.0,0.0,0
15785,24.04.2010,1,80505.0,2.5,1.0,0
15786,25.04.2010,1,78368.0,-5.5,0.0,1
15787,26.04.2010,1,86965.0,-6.5,0.0,0
15788,27.04.2010,1,88088.0,-3.8,0.0,0
15789,28.04.2010,1,89624.0,2.5,0.0,0
15790,29.04.2010,1,88244.0,0.0,0.0,0
15791,30.04.2010,1,85352.0,0.5,0.0,0
15792,01.05.2010,1,75423.0,-1.7,1.0,0
15793,02.05.2010,1,73874.0,-8.5,0.0,1
15794,03.05.2010,1,74232.0,-19.0,0.0,1
15795,04.05.2010,1,82331.0,-14.5,0.0,0
15796,05.05.2010,1,79592.0,-5.9,0.0,0
15797,06.05.2010,1,78194.0,-1.8,0.0,0
15798,07.05.2010,1,76423.0,4.0,0.0,0
15799,08.05.2010,1,70504.0,-1.0,1.0,0
15800,09.05.2010,1,70140.0,2.0,0.0,1
15801,10.05.2010,1,70096.0,1.0,0.0,1
15802,11.05.2010,1,76549.0,-0.5,0.0,0
15803,12.05.2010,1,77911.0,-3.5,0.0,0
15804,13.05.2010,1,78180.0,-1.2,0.0,0
15805,14.05.2010,1,77384.0,1.0,0.0,0
15806,15.05.2010,1,70465.0,3.0,1.0,0
15807,16.05.2010,1,68809.0,5.5,0.0,1
15808,17.05.2010,1,78191.0,1.0,0.0,0
15809,18.05.2010,1,78443.0,-0.5,0.0,0
15810,19.05.2010,1,80649.0,-3.2,0.0,0
15811,20.05.2010,1,80780.0,-0.8,0.0,0
15812,21.05.2010,1,78371.0,0.5,0.0,0
15813,22.05.2010,1,71217.0,3.0,1.0,0
15814,23.05.2010,1,68412.0,0.9,0.0,1
15815,24.05.2010,1,77512.0,3.3,0.0,0
15816,25.05.2010,1,78423.0,3.0,0.0,0
15817,26.05.2010,1,79459.0,-0.5,0.0,0
15818,27.05.2010,1,79264.0,3.4,0.0,0
15819,28.05.2010,1,77926.0,9.5,0.0,0
15820,29.05.2010,1,71059.0,9.5,1.0,0
15821,30.05.2010,1,68322.0,2.5,0.0,1
15822,31.05.2010,1,76444.0,0.5,0.0,0
15823,01.06.2010,1,76372.0,5.7,0.0,0
15824,02.06.2010,1,77337.0,-1.2,0.0,0
15825,03.06.2010,1,76903.0,-4.0,0.0,0
15826,04.06.2010,1,77313.0,-2.0,0.0,0
15827,05.06.2010,1,69248.0,0.0,1.0,0
15828,06.06.2010,1,66410.0,-0.5,0.0,1
15829,07.06.2010,1,76702.0,-2.2,0.0,0
15830,08.06.2010,1,77148.0,-1.5,0.0,0
15831,09.06.2010,1,77797.0,-0.3,0.0,0
15832,10.06.2010,1,77675.0,-1.5,0.0,0
15833,11.06.2010,1,76532.0,-2.5,0.0,0
15834,12.06.2010,1,67918.0,-8.5,1.0,0
15835,13.06.2010,1,66270.0,-12.5,0.0,1
15836,14.06.2010,1,66536.0,-10.5,0.0,1
15837,15.06.2010,1,76386.0,-8.4,0.0,0
15838,16.06.2010,1,77056.0,-6.7,0.0,0
15839,17.06.2010,1,77505.0,-2.4,0.0,0
15840,18.06.2010,1,78433.0,0.3,0.0,0
15841,19.06.2010,1,70562.0,2.0,1.0,0
15842,20.06.2010,1,68009.0,0.5,0.0,1
15843,21.06.2010,1,76999.0,4.3,0.0,0
15844,22.06.2010,1,77453.0,5.0,0.0,0
15845,23.06.2010,1,77128.0,2.7,0.0,0
15846,24.06.2010,1,76942.0,5.0,0.0,0
15847,25.06.2010,1,77367.0,3.5,0.0,0
15848,26.06.2010,1,69723.0,2.0,1.0,0
15849,27.06.2010,1,66266.0,3.6,0.0,1
15850,28.06.2010,1,77228.0,2.5,0.0,0
15851,29.06.2010,1,78077.0,2.7,0.0,0
15852,30.06.2010,1,77342.0,-0.5,0.0,0
15853,01.07.2010,1,77598.0,-3.4,0.0,0
15854,02.07.2010,1,76725.0,-0.3,0.0,0
15855,03.07.2010,1,69951.0,5.3,1.0,0
15856,04.07.2010,1,67388.0,6.9,0.0,1
15857,05.07.2010,1,76940.0,5.6,0.0,0
15858,06.07.2010,1,77517.0,5.4,0.0,0
15859,07.07.2010,1,78508.0,5.5,0.0,0
15860,08.07.2010,1,78298.0,2.4,0.0,0
15861,09.07.2010,1,78094.0,3.8,0.0,0
15862,10.07.2010,1,70673.0,1.6,1.0,0
15863,11.07.2010,1,68354.0,1.4,0.0,1
15864,12.07.2010,1,77673.0,4.0,0.0,0
15865,13.07.2010,1,78120.0,2.9,0.0,0
15866,14.07.2010,1,78024.0,5.2,0.0,0
15867,15.07.2010,1,78325.0,7.5,0.0,0
15868,16.07.2010,1,78133.0,4.2,0.0,0
15869,17.07.2010,1,71253.0,2.3,1.0,0
15870,18.07.2010,1,69103.0,6.6,0.0,1
15871,19.07.2010,1,77726.0,8.5,0.0,0
15872,20.07.2010,1,77950.0,9.1,0.0,0
15873,21.07.2010,1,78828.0,4.5,0.0,0
15874,22.07.2010,1,78810.0,0.6,0.0,0
15875,23.07.2010,1,78746.0,0.0,0.0,0
15876,24.07.2010,1,72122.0,0.0,1.0,0
15877,25.07.2010,1,70153.0,4.5,0.0,1
15878,26.07.2010,1,76566.0,7.5,0.0,0
15879,27.07.2010,1,78507.0,5.0,0.0,0
15880,28.07.2010,1,77710.0,4.0,0.0,0
15881,29.07.2010,1,78239.0,5.5,0.0,0
15882,30.07.2010,1,78547.0,7.5,0.0,0
15883,31.07.2010,1,71073.0,6.5,1.0,0
15884,01.08.2010,1,70049.0,6.0,0.0,1
15885,02.08.2010,1,78376.0,4.0,0.0,0
15886,03.08.2010,1,78324.0,2.5,0.0,0
15887,04.08.2010,1,79357.0,6.5,0.0,0
15888,05.08.2010,1,79583.0,7.5,0.0,0
15889,06.08.2010,1,80785.0,8.5,0.0,0
15890,07.08.2010,1,72402.0,11.5,1.0,0
15891,08.08.2010,1,70916.0,4.5,0.0,1
15892,09.08.2010,1,78850.0,8.5,0.0,0
15893,10.08.2010,1,78982.0,13.5,0.0,0
15894,11.08.2010,1,79435.0,15.5,0.0,0
15895,12.08.2010,1,78595.0,10.0,0.0,0
15896,13.08.2010,1,78459.0,7.0,0.0,0
15897,14.08.2010,1,71388.0,6.5,1.0,0
15898,15.08.2010,1,69787.0,4.0,0.0,1
15899,16.08.2010,1,79453.0,6.5,0.0,0
15900,17.08.2010,1,78435.0,7.5,0.0,0
15901,18.08.2010,1,77113.0,12.0,0.0,0
15902,19.08.2010,1,75992.0,14.0,0.0,0
15903,20.08.2010,1,75721.0,15.5,0.0,0
15904,21.08.2010,1,69794.0,15.5,1.0,0
15905,22.08.2010,1,67765.0,16.0,0.0,1
15906,23.08.2010,1,76650.0,15.5,0.0,0
15907,24.08.2010,1,77226.0,15.0,0.0,0
15908,25.08.2010,1,76920.0,13.5,0.0,0
15909,26.08.2010,1,76640.0,14.0,0.0,0
15910,27.08.2010,1,76913.0,12.5,0.0,0
15911,28.08.2010,1,70580.0,11.0,1.0,0
15912,29.08.2010,1,68670.0,10.5,0.0,1
15913,30.08.2010,1,75238.0,10.0,0.0,0
15914,31.08.2010,1,77698.0,13.5,0.0,0
15915,01.09.2010,1,79888.0,13.5,0.0,0
15916,02.09.2010,1,80567.0,13.0,0.0,0
15917,03.09.2010,1,80699.0,14.0,0.0,0
15918,04.09.2010,1,72447.0,15.0,1.0,0
15919,05.09.2010,1,70635.0,0.0,0.0,1
15920,06.09.2010,1,79930.0,-22.5,0.0,0
15921,07.09.2010,1,81515.0,-17.5,0.0,0
15922,08.09.2010,1,81516.0,-9.5,0.0,0
15923,09.09.2010,1,81167.0,-6.5,0.0,0
15924,10.09.2010,1,80647.0,-17.5,0.0,0
15925,11.09.2010,1,73130.0,-30.5,1.0,0
15926,12.09.2010,1,71091.0,-33.0,0.0,1
15927,13.09.2010,1,81557.0,-30.0,0.0,0
15928,14.09.2010,1,83448.0,-18.5,0.0,0
15929,15.09.2010,1,84065.0,-13.5,0.0,0
15930,16.09.2010,1,83742.0,-22.5,0.0,0
15931,17.09.2010,1,84298.0,-19.5,0.0,0
15932,18.09.2010,1,76633.0,-14.0,1.0,0
15933,19.09.2010,1,73527.0,-15.0,0.0,1
15934,20.09.2010,1,84519.0,-18.5,0.0,0
15935,21.09.2010,1,85182.0,-23.5,0.0,0
15936,22.09.2010,1,83097.0,-17.0,0.0,0
15937,23.09.2010,1,84412.0,-15.5,0.0,0
15938,24.09.2010,1,84975.0,-20.0,0.0,0
15939,25.09.2010,1,76764.0,-22.0,1.0,0
15940,26.09.2010,1,75299.0,-23.0,0.0,1
15941,27.09.2010,1,85790.0,-22.5,0.0,0
15942,28.09.2010,1,86071.0,-26.0,0.0,0
15943,29.09.2010,1,87236.0,-21.0,0.0,0
15944,30.09.2010,1,86822.0,-23.0,0.0,0
15945,01.10.2010,1,89373.0,-20.5,0.0,0
15946,02.10.2010,1,82433.0,-25.5,1.0,0
15947,03.10.2010,1,79720.0,-25.5,0.0,1
15948,04.10.2010,1,90022.0,-16.5,0.0,0
15949,05.10.2010,1,92376.0,-22.0,0.0,0
15950,06.10.2010,1,94585.0,-17.0,0.0,0
15951,07.10.2010,1,94526.0,-23.0,0.0,0
15952,08.10.2010,1,94117.0,-22.0,0.0,0
15953,09.10.2010,1,86113.0,-18.5,1.0,0
15954,10.10.2010,1,83825.0,-24.5,0.0,1
15955,11.10.2010,1,93242.0,-18.0,0.0,0
15956,12.10.2010,1,95118.0,-16.5,0.0,0
15957,13.10.2010,1,95663.0,-18.5,0.0,0
15958,14.10.2010,1,96484.0,-20.5,0.0,0
15959,15.10.2010,1,97100.0,-20.5,0.0,0
15960,16.10.2010,1,88622.0,-18.5,1.0,0
15961,17.10.2010,1,87034.0,-16.5,0.0,1
15962,18.10.2010,1,96800.0,-16.5,0.0,0
15963,19.10.2010,1,98601.0,-11.5,0.0,0
15964,20.10.2010,1,98085.0,-13.0,0.0,0
15965,21.10.2010,1,99830.0,-11.5,0.0,0
15966,22.10.2010,1,99229.0,-8.0,0.0,0
15967,23.10.2010,1,91195.0,-10.0,1.0,0
15968,24.10.2010,1,88639.0,-22.5,0.0,1
15969,25.10.2010,1,98433.0,-23.0,0.0,0
15970,26.10.2010,1,99389.0,-25.0,0.0,0
15971,27.10.2010,1,98847.0,-30.5,0.0,0
15972,28.10.2010,1,99223.0,-25.5,0.0,0
15973,29.10.2010,1,98288.0,-17.0,0.0,0
15974,30.10.2010,1,92023.0,-11.5,1.0,0
15975,31.10.2010,1,88230.0,-10.0,0.0,1
15976,01.11.2010,1,99099.0,-10.0,0.0,0
15977,02.11.2010,1,99494.0,-8.0,0.0,0
15978,03.11.2010,1,98659.0,-3.5,0.0,0
15979,04.11.2010,1,90955.0,-5.5,0.0,1
15980,05.11.2010,1,89906.0,-7.5,0.0,1
15981,06.11.2010,1,90132.0,-5.0,1.0,0
15982,07.11.2010,1,88191.0,-2.0,0.0,1
15983,08.11.2010,1,96626.0,-3.5,0.0,0
15984,09.11.2010,1,99858.0,-7.5,0.0,0
15985,10.11.2010,1,100192.0,-8.5,0.0,0
15986,11.11.2010,1,99541.0,-3.5,0.0,0
15987,12.11.2010,1,99155.0,-6.0,0.0,0
15988,13.11.2010,1,97709.0,-9.5,0.0,0
15989,14.11.2010,1,89015.0,-7.5,0.0,1
15990,15.11.2010,1,98527.0,-6.5,0.0,0
15991,16.11.2010,1,98354.0,-1.5,0.0,0
15992,17.11.2010,1,100603.0,-2.0,0.0,0
15993,18.11.2010,1,101675.0,-3.5,0.0,0
15994,19.11.2010,1,102516.0,-6.0,0.0,0
15995,20.11.2010,1,95064.0,-8.5,1.0,0
15996,21.11.2010,1,92083.0,-9.5,0.0,1
15997,22.11.2010,1,103396.0,-9.5,0.0,0
15998,23.11.2010,1,106567.0,-9.5,0.0,0
15999,24.11.2010,1,107514.0,-12.5,0.0,0
16000,25.11.2010,1,107238.0,-2.0,0.0,0
16001,26.11.2010,1,106131.0,-2.0,0.0,0
16002,27.11.2010,1,98827.0,-4.5,1.0,0
16003,28.11.2010,1,95362.0,-6.0,0.0,1
16004,29.11.2010,1,106549.0,-8.5,0.0,0
16005,30.11.2010,1,109104.0,-6.0,0.0,0
16006,01.12.2010,1,111573.0,-0.5,0.0,0
16007,02.12.2010,1,112825.0,2.5,0.0,0
16008,03.12.2010,1,115826.0,2.0,0.0,0
16009,04.12.2010,1,106237.0,3.5,1.0,0
16010,05.12.2010,1,101674.0,2.5,0.0,1
16011,06.12.2010,1,112432.0,3.0,0.0,0
16012,07.12.2010,1,113324.0,5.5,0.0,0
16013,08.12.2010,1,110780.0,5.0,0.0,0
16014,09.12.2010,1,111480.0,6.0,0.0,0
16015,10.12.2010,1,110048.0,4.0,0.0,0
16016,11.12.2010,1,101814.0,3.0,1.0,0
16017,12.12.2010,1,97037.0,4.5,0.0,1
16018,13.12.2010,1,109237.0,4.5,0.0,0
16019,14.12.2010,1,112938.0,5.0,0.0,0
16020,15.12.2010,1,112314.0,6.0,0.0,0
16021,16.12.2010,1,112610.0,2.0,0.0,0
16022,17.12.2010,1,111364.0,0.0,0.0,0
16023,18.12.2010,1,104867.0,0.5,1.0,0
16024,19.12.2010,1,102242.0,2.0,0.0,1
16025,20.12.2010,1,115338.0,3.5,0.0,0
16026,21.12.2010,1,116319.0,5.0,0.0,0
16027,22.12.2010,1,116431.0,6.5,0.0,0
16028,23.12.2010,1,116843.0,8.0,0.0,0
16029,24.12.2010,1,115243.0,8.0,0.0,0
16030,25.12.2010,1,108409.0,8.5,1.0,0
16031,26.12.2010,1,103791.0,13.0,0.0,1
16032,27.12.2010,1,114654.0,18.5,0.0,0
16033,28.12.2010,1,114219.0,11.0,0.0,0
16034,29.12.2010,1,113327.0,8.5,0.0,0
16035,30.12.2010,1,110039.0,8.0,0.0,0
16036,31.12.2010,1,103115.0,2.0,0.0,0
16037,01.01.2011,1,91352.0,-2.0,1.0,0
16038,02.01.2011,1,92611.0,0.0,0.0,1
16039,03.01.2011,1,94300.0,5.5,0.0,1
16040,04.01.2011,1,97799.0,7.0,0.0,1
16041,05.01.2011,1,100633.0,12.0,0.0,1
16042,06.01.2011,1,101135.0,15.0,0.0,1
16043,07.01.2011,1,98646.0,15.0,0.0,1
16044,08.01.2011,1,98680.0,19.0,1.0,0
16045,09.01.2011,1,98665.0,18.5,0.0,1
16046,10.01.2011,1,101061.0,13.5,0.0,1
16047,11.01.2011,1,112928.0,8.0,0.0,0
16048,12.01.2011,1,111935.0,11.5,0.0,0
16049,13.01.2011,1,111050.0,16.0,0.0,0
16050,14.01.2011,1,111515.0,17.0,0.0,0
16051,15.01.2011,1,104635.0,18.0,1.0,0
16052,16.01.2011,1,100909.0,19.0,0.0,1
16053,17.01.2011,1,110962.0,19.5,0.0,0
16054,18.01.2011,1,114157.0,20.0,0.0,0
16055,19.01.2011,1,116295.0,18.5,0.0,0
16056,20.01.2011,1,116554.0,9.5,0.0,0
16057,21.01.2011,1,117226.0,9.5,0.0,0
16058,22.01.2011,1,108987.0,8.5,1.0,0
16059,23.01.2011,1,104660.0,9.0,0.0,1
16060,24.01.2011,1,115786.0,11.5,0.0,0
16061,25.01.2011,1,115727.0,17.5,0.0,0
16062,26.01.2011,1,115988.0,9.5,0.0,0
16063,27.01.2011,1,116418.0,9.0,0.0,0
16064,28.01.2011,1,116033.0,17.5,0.0,0
16065,29.01.2011,1,106775.0,20.0,1.0,0
16066,30.01.2011,1,101057.0,16.0,0.0,1
16067,31.01.2011,1,112227.0,13.5,0.0,0
16068,01.02.2011,1,114022.0,8.5,0.0,0
16069,02.02.2011,1,114716.0,10.5,0.0,0
16070,03.02.2011,1,114758.0,11.5,0.0,0
16071,04.02.2011,1,113274.0,16.5,0.0,0
16072,05.02.2011,1,105366.0,17.0,1.0,0
16073,06.02.2011,1,101565.0,16.5,0.0,1
16074,07.02.2011,1,111020.0,21.0,0.0,0
16075,08.02.2011,1,114341.0,22.0,0.0,0
16076,09.02.2011,1,113840.0,12.5,0.0,0
16077,10.02.2011,1,116121.0,10.0,0.0,0
16078,11.02.2011,1,115245.0,12.0,0.0,0
16079,12.02.2011,1,106232.0,12.5,1.0,0
16080,13.02.2011,1,102163.0,11.5,0.0,1
16081,14.02.2011,1,112584.0,9.5,0.0,0
16082,15.02.2011,1,113978.0,14.0,0.0,0
16083,16.02.2011,1,113559.0,20.0,0.0,0
16084,17.02.2011,1,114186.0,19.0,0.0,0
16085,18.02.2011,1,114381.0,17.5,0.0,0
16086,19.02.2011,1,106891.0,16.0,1.0,0
16087,20.02.2011,1,104420.0,18.0,0.0,1
16088,21.02.2011,1,115310.0,14.5,0.0,0
16089,22.02.2011,1,116354.0,12.0,0.0,0
16090,23.02.2011,1,107002.0,13.5,0.0,1
16091,24.02.2011,1,116501.0,15.5,0.0,0
16092,25.02.2011,1,116267.0,19.0,0.0,0
16093,26.02.2011,1,107181.0,20.5,1.0,0
16094,27.02.2011,1,103060.0,21.5,0.0,1
16095,28.02.2011,1,114284.0,19.5,0.0,0
16096,01.03.2011,1,114944.0,20.0,0.0,0
16097,02.03.2011,1,115209.0,20.0,0.0,0
16098,03.03.2011,1,114643.0,23.0,0.0,0
16099,04.03.2011,1,113365.0,20.0,0.0,0
16100,05.03.2011,1,110737.0,14.5,0.0,0
16101,06.03.2011,1,100209.0,11.5,0.0,1
16102,07.03.2011,1,98243.0,13.5,0.0,1
16103,08.03.2011,1,95943.0,20.0,0.0,1
16104,09.03.2011,1,109954.0,19.5,0.0,0
16105,10.03.2011,1,107161.0,17.0,0.0,0
16106,11.03.2011,1,107062.0,13.5,0.0,0
16107,12.03.2011,1,97740.0,16.0,1.0,0
16108,13.03.2011,1,94946.0,20.5,0.0,1
16109,14.03.2011,1,105337.0,21.5,0.0,0
16110,15.03.2011,1,104703.0,23.0,0.0,0
16111,16.03.2011,1,103432.0,19.5,0.0,0
16112,17.03.2011,1,103865.0,21.5,0.0,0
16113,18.03.2011,1,104038.0,14.5,0.0,0
16114,19.03.2011,1,97317.0,16.0,1.0,0
16115,20.03.2011,1,93996.0,18.5,0.0,1
16116,21.03.2011,1,103507.0,22.0,0.0,0
16117,22.03.2011,1,104551.0,20.0,0.0,0
16118,23.03.2011,1,104165.0,16.5,0.0,0
16119,24.03.2011,1,103379.0,14.0,0.0,0
16120,25.03.2011,1,103984.0,16.5,0.0,0
16121,26.03.2011,1,97080.0,22.5,1.0,0
16122,27.03.2011,1,89590.0,21.0,0.0,1
16123,28.03.2011,1,101138.0,22.5,0.0,0
16124,29.03.2011,1,103769.0,25.0,0.0,0
16125,30.03.2011,1,103855.0,24.0,0.0,0
16126,31.03.2011,1,103940.0,18.5,0.0,0
16127,01.04.2011,1,101826.0,19.0,0.0,0
16128,02.04.2011,1,93139.0,24.0,1.0,0
16129,03.04.2011,1,88468.0,24.5,0.0,1
16130,04.04.2011,1,95550.0,26.0,0.0,0
16131,05.04.2011,1,95451.0,26.0,0.0,0
16132,06.04.2011,1,95030.0,28.5,0.0,0
16133,07.04.2011,1,97096.0,25.5,0.0,0
16134,08.04.2011,1,96889.0,24.0,0.0,0
16135,09.04.2011,1,89076.0,21.0,1.0,0
16136,10.04.2011,1,86046.0,25.0,0.0,1
16137,11.04.2011,1,94797.0,26.0,0.0,0
16138,12.04.2011,1,95936.0,26.0,0.0,0
16139,13.04.2011,1,95629.0,21.5,0.0,0
16140,14.04.2011,1,94436.0,19.0,0.0,0
16141,15.04.2011,1,94569.0,24.0,0.0,0
16142,16.04.2011,1,86590.0,27.0,1.0,0
16143,17.04.2011,1,83247.0,25.0,0.0,1
16144,18.04.2011,1,91532.0,20.0,0.0,0
16145,19.04.2011,1,92978.0,15.0,0.0,0
16146,20.04.2011,1,93602.0,16.0,0.0,0
16147,21.04.2011,1,94741.0,17.5,0.0,0
16148,22.04.2011,1,93566.0,11.0,0.0,0
16149,23.04.2011,1,85957.0,11.5,1.0,0
16150,24.04.2011,1,81845.0,11.5,0.0,1
16151,25.04.2011,1,92879.0,8.5,0.0,0
16152,26.04.2011,1,93765.0,10.0,0.0,0
16153,27.04.2011,1,92684.0,9.5,0.0,0
16154,28.04.2011,1,91362.0,11.5,0.0,0
16155,29.04.2011,1,89376.0,13.0,0.0,0
16156,30.04.2011,1,80262.0,14.0,1.0,0
16157,01.05.2011,1,73813.0,15.0,0.0,1
16158,02.05.2011,1,74681.0,18.5,0.0,1
16159,03.05.2011,1,84293.0,15.0,0.0,0
16160,04.05.2011,1,83670.0,12.5,0.0,0
16161,05.05.2011,1,83752.0,16.0,0.0,0
16162,06.05.2011,1,82696.0,10.0,0.0,0
16163,07.05.2011,1,74195.0,8.5,1.0,0
16164,08.05.2011,1,70927.0,10.0,0.0,1
16165,09.05.2011,1,69613.0,17.5,0.0,1
16166,10.05.2011,1,82154.0,16.5,0.0,0
16167,11.05.2011,1,81638.0,11.5,0.0,0
16168,12.05.2011,1,82130.0,8.5,0.0,0
16169,13.05.2011,1,83387.0,6.5,0.0,0
16170,14.05.2011,1,76223.0,6.0,1.0,0
16171,15.05.2011,1,72570.0,9.0,0.0,1
16172,16.05.2011,1,82361.0,5.0,0.0,0
16173,17.05.2011,1,82721.0,2.5,0.0,0
16174,18.05.2011,1,82746.0,4.0,0.0,0
16175,19.05.2011,1,81986.0,4.5,0.0,0
16176,20.05.2011,1,81518.0,6.5,0.0,0
16177,21.05.2011,1,75248.0,13.0,1.0,0
16178,22.05.2011,1,71226.0,15.5,0.0,1
16179,23.05.2011,1,81249.0,17.0,0.0,0
16180,24.05.2011,1,80547.0,16.0,0.0,0
16181,25.05.2011,1,80831.0,18.5,0.0,0
